alias,ingredient_id,standard_name,match_type
pasta dish homemade dairy based sauce,AUS_F006395,"pasta dish, homemade, dairy based sauce",generated
pasta dish homemade dairy based sauce added chicken,AUS_F006397,"pasta dish, homemade, dairy based sauce, added chicken",generated
pasta dish homemade dairy based sauce added fish seafood,AUS_F006399,"pasta dish, homemade, dairy based sauce, added fish seafood",generated
pasta dish homemade dairy based sauce added meat,AUS_F006398,"pasta dish, homemade, dairy based sauce, added meat",generated
pasta dish homemade dairy based sauce added processed meat,AUS_F006396,"pasta dish, homemade, dairy based sauce, added processed meat",generated
pasta dish homemade dairy based sauce added vegetables,AUS_F006400,"pasta dish, homemade, dairy based sauce, added vegetables",generated
pasta dish homemade tomato based sauce,AUS_F006401,"pasta dish, homemade, tomato based sauce",generated
pasta dish homemade tomato based sauce added chicken,AUS_F006403,"pasta dish, homemade, tomato based sauce, added chicken",generated
pasta dish homemade tomato based sauce added fish seafood,AUS_F006405,"pasta dish, homemade, tomato based sauce, added fish seafood",generated
pasta dish homemade tomato based sauce added meat,AUS_F010681,"pasta dish, homemade, tomato based sauce, added meat",generated
pasta dish homemade tomato based sauce added processed meat,AUS_F006402,"pasta dish, homemade, tomato based sauce, added processed meat",generated
pasta dish homemade tomato based sauce added vegetables,AUS_F006407,"pasta dish, homemade, tomato based sauce, added vegetables",generated
pasta dish homemade vegan bolognese sauce,AUS_F010787,"pasta dish, homemade, vegan bolognese sauce",generated
pasta dish oil based sauce,AUS_F006374,"pasta dish, oil based sauce",generated
pasta dish oil based sauce added chicken,AUS_F006376,"pasta dish, oil based sauce, added chicken",generated
pasta dish oil based sauce added fish seafood,AUS_F006377,"pasta dish, oil based sauce, added fish seafood",generated
pasta dish oil based sauce added meat,AUS_F010675,"pasta dish, oil based sauce, added meat",generated
pasta dish oil based sauce added processed meat,AUS_F006375,"pasta dish, oil based sauce, added processed meat",generated
pasta dish oil based sauce added vegetables,AUS_F006378,"pasta dish, oil based sauce, added vegetables",generated
"pasta dish, commercial, bolognese sauce",AUS_F006346,"pasta dish, commercial, bolognese sauce",exact
"pasta dish, commercial, carbonara sauce",AUS_F010931,"pasta dish, commercial, carbonara sauce",exact
"pasta dish, commercial, dairy based sauce",AUS_F006350,"pasta dish, commercial, dairy based sauce",exact
"pasta dish, commercial, dairy based sauce, added fish seafood",AUS_F006353,"pasta dish, commercial, dairy based sauce, added fish seafood",exact
"pasta dish, commercial, dairy based sauce, added meat",AUS_F006351,"pasta dish, commercial, dairy based sauce, added meat",exact
"pasta dish, commercial, dairy based sauce, added vegetables",AUS_F006354,"pasta dish, commercial, dairy based sauce, added vegetables",exact
"pasta dish, commercial, tomato based sauce",AUS_F006355,"pasta dish, commercial, tomato based sauce",exact
"pasta dish, commercial, tomato based sauce, added fish seafood",AUS_F006358,"pasta dish, commercial, tomato based sauce, added fish seafood",exact
"pasta dish, commercial, tomato based sauce, added meat",AUS_F010680,"pasta dish, commercial, tomato based sauce, added meat",exact
"pasta dish, commercial, tomato based sauce, added processed meat",AUS_F006356,"pasta dish, commercial, tomato based sauce, added processed meat",exact
"pasta dish, commercial, tomato based sauce, added vegetables",AUS_F006359,"pasta dish, commercial, tomato based sauce, added vegetables",exact
"pasta dish, commercial, vegan bolognese sauce",AUS_F010780,"pasta dish, commercial, vegan bolognese sauce",exact
"pasta dish, homemade, bolognese sauce",AUS_F006393,"pasta dish, homemade, bolognese sauce",exact
"pasta dish, homemade, carbonara sauce",AUS_F010932,"pasta dish, homemade, carbonara sauce",exact
"pasta dish, homemade, dairy based sauce",AUS_F006395,"pasta dish, homemade, dairy based sauce",exact
"pasta dish, homemade, dairy based sauce, added chicken",AUS_F006397,"pasta dish, homemade, dairy based sauce, added chicken",exact
"pasta dish, homemade, dairy based sauce, added fish seafood",AUS_F006399,"pasta dish, homemade, dairy based sauce, added fish seafood",exact
"pasta dish, homemade, dairy based sauce, added meat",AUS_F006398,"pasta dish, homemade, dairy based sauce, added meat",exact
"pasta dish, homemade, dairy based sauce, added processed meat",AUS_F006396,"pasta dish, homemade, dairy based sauce, added processed meat",exact
"pasta dish, homemade, dairy based sauce, added vegetables",AUS_F006400,"pasta dish, homemade, dairy based sauce, added vegetables",exact
"pasta dish, homemade, tomato based sauce",AUS_F006401,"pasta dish, homemade, tomato based sauce",exact
"pasta dish, homemade, tomato based sauce, added chicken",AUS_F006403,"pasta dish, homemade, tomato based sauce, added chicken",exact
"pasta dish, homemade, tomato based sauce, added fish seafood",AUS_F006405,"pasta dish, homemade, tomato based sauce, added fish seafood",exact
"pasta dish, homemade, tomato based sauce, added meat",AUS_F010681,"pasta dish, homemade, tomato based sauce, added meat",exact
"pasta dish, homemade, tomato based sauce, added processed meat",AUS_F006402,"pasta dish, homemade, tomato based sauce, added processed meat",exact
"pasta dish, homemade, tomato based sauce, added vegetables",AUS_F006407,"pasta dish, homemade, tomato based sauce, added vegetables",exact
"pasta dish, homemade, vegan bolognese sauce",AUS_F010787,"pasta dish, homemade, vegan bolognese sauce",exact
"pasta dish, oil based sauce",AUS_F006374,"pasta dish, oil based sauce",exact
"pasta dish, oil based sauce, added chicken",AUS_F006376,"pasta dish, oil based sauce, added chicken",exact
"pasta dish, oil based sauce, added fish seafood",AUS_F006377,"pasta dish, oil based sauce, added fish seafood",exact
"pasta dish, oil based sauce, added meat",AUS_F010675,"pasta dish, oil based sauce, added meat",exact
"pasta dish, oil based sauce, added processed meat",AUS_F006375,"pasta dish, oil based sauce, added processed meat",exact
"pasta dish, oil based sauce, added vegetables",AUS_F006378,"pasta dish, oil based sauce, added vegetables",exact
pasta egg plain boiled no added salt,AUS_F006444,"pasta, egg, plain, boiled, no added salt",generated
pasta egg plain uncooked,AUS_F006445,"pasta, egg, plain, uncooked",generated
pasta filled with meat commercial cooked without added sauce,AUS_F006425,"pasta, filled with meat, commercial, cooked without added sauce",generated
pasta filled with vegetables commercial cooked without added sauce,AUS_F006428,"pasta, filled with vegetables, commercial, cooked without added sauce",generated
pasta fresh assorted type cooked,NZ_E55,"pasta, fresh, assorted type, cooked",generated
pasta fresh fettuccine herb  and  garlic cooked,NZ_E56,"pasta, fresh, fettuccine, herb  and  garlic, cooked",generated
pasta fresh ravioli beef  and  pork cooked,NZ_E57,"pasta, fresh, ravioli, beef  and  pork, cooked",generated
pasta gluten free filled with spinach  and  ricotta commercial cooked without added sauce,AUS_F009907,"pasta, gluten free, filled with spinach  and  ricotta, commercial, cooked without added sauce",generated
pasta gluten free plain boiled no added salt,AUS_F006429,"pasta, gluten free, plain, boiled, no added salt",generated
pasta in cream based sauce,AUS_F006409,"pasta in cream based sauce, dry mix",generated
pasta in cream based sauce  dry mix,AUS_F006409,"pasta in cream based sauce, dry mix",generated
pasta in cream based sauce  made from dry mix,AUS_F009830,"pasta in cream based sauce, made from dry mix",generated
pasta in cream based sauce dry mix,AUS_F006409,"pasta in cream based sauce, dry mix",generated
pasta in cream based sauce made from dry mix,AUS_F009830,"pasta in cream based sauce, made from dry mix",generated
"pasta in cream based sauce, dry mix",AUS_F006409,"pasta in cream based sauce, dry mix",exact
"pasta in cream based sauce, made from dry mix",AUS_F009830,"pasta in cream based sauce, made from dry mix",exact
pasta in tomato based sauce,AUS_F006418,"pasta in tomato based sauce, dry mix",generated
pasta in tomato based sauce  dry mix,AUS_F006418,"pasta in tomato based sauce, dry mix",generated
pasta in tomato based sauce  made from dry mix,AUS_F006419,"pasta in tomato based sauce, made from dry mix",generated
pasta in tomato based sauce dry mix,AUS_F006418,"pasta in tomato based sauce, dry mix",generated
pasta in tomato based sauce made from dry mix,AUS_F006419,"pasta in tomato based sauce, made from dry mix",generated
"pasta in tomato based sauce, dry mix",AUS_F006418,"pasta in tomato based sauce, dry mix",exact
"pasta in tomato based sauce, made from dry mix",AUS_F006419,"pasta in tomato based sauce, made from dry mix",exact
pasta lentil or pulse based plain boiled no added salt,AUS_F009835,"pasta, lentil or pulse based, plain, boiled, no added salt",generated
pasta spinach plain boiled no added salt,AUS_F006451,"pasta, spinach, plain, boiled, no added salt",generated
pasta spinach plain uncooked,AUS_F006453,"pasta, spinach, plain, uncooked",generated
pasta unfilled for pasta recipes,AUS_F006442,"pasta, unfilled, for pasta recipes",generated
pasta wheat flour with egg boiled drained,NZ_E118,"pasta, wheat flour with egg, boiled, drained",generated
pasta wheat flour with vegetable flavours boiled drained,NZ_E119,"pasta, wheat flour with vegetable flavours, boiled, drained",generated
pasta white plain boiled no added salt,AUS_F006456,"pasta, white, plain, boiled, no added salt",generated
pasta white plain dry uncooked,AUS_F006458,"pasta, white, plain, dry, uncooked",generated
pasta white plain fresh boiled no added salt,AUS_F006459,"pasta, white, plain, fresh, boiled, no added salt",generated
pasta white plain fresh uncooked,AUS_F006460,"pasta, white, plain, fresh, uncooked",generated
pasta white wheat flour assorted shapes regular boiled drained no salt added,NZ_E1064,"pasta, white wheat flour, assorted shapes, regular, boiled, drained, no salt added",generated
pasta wholemeal plain boiled no added salt,AUS_F006464,"pasta, wholemeal, plain, boiled, no added salt",generated
pasta wholemeal plain uncooked,AUS_F006465,"pasta, wholemeal, plain, uncooked",generated
pasta wholemeal wheat flour assorted shapes boiled drained no salt added,NZ_E1066,"pasta, wholemeal wheat flour, assorted shapes, boiled, drained, no salt added",generated
pasta with hemp boiled no added salt,AUS_F009911,"pasta, with hemp, boiled, no added salt",generated
pasta with hemp uncooked,AUS_F010323,"pasta, with hemp, uncooked",generated
"pasta, egg, plain, boiled, no added salt",AUS_F006444,"pasta, egg, plain, boiled, no added salt",exact
"pasta, egg, plain, uncooked",AUS_F006445,"pasta, egg, plain, uncooked",exact
"pasta, filled with meat, commercial, cooked without added sauce",AUS_F006425,"pasta, filled with meat, commercial, cooked without added sauce",exact
"pasta, filled with vegetables, commercial, cooked without added sauce",AUS_F006428,"pasta, filled with vegetables, commercial, cooked without added sauce",exact
"pasta, fresh, assorted type, cooked",NZ_E55,"pasta, fresh, assorted type, cooked",exact
"pasta, fresh, fettuccine, herb  and  garlic, cooked",NZ_E56,"pasta, fresh, fettuccine, herb  and  garlic, cooked",exact
"pasta, fresh, ravioli, beef  and  pork, cooked",NZ_E57,"pasta, fresh, ravioli, beef  and  pork, cooked",exact
"pasta, gluten free, filled with spinach  and  ricotta, commercial, cooked without added sauce",AUS_F009907,"pasta, gluten free, filled with spinach  and  ricotta, commercial, cooked without added sauce",exact
"pasta, gluten free, plain, boiled, no added salt",AUS_F006429,"pasta, gluten free, plain, boiled, no added salt",exact
"pasta, lentil or pulse based, plain, boiled, no added salt",AUS_F009835,"pasta, lentil or pulse based, plain, boiled, no added salt",exact
"pasta, spinach, plain, boiled, no added salt",AUS_F006451,"pasta, spinach, plain, boiled, no added salt",exact
"pasta, spinach, plain, uncooked",AUS_F006453,"pasta, spinach, plain, uncooked",exact
"pasta, unfilled, for pasta recipes",AUS_F006442,"pasta, unfilled, for pasta recipes",exact
"pasta, wheat flour with egg, boiled, drained",NZ_E118,"pasta, wheat flour with egg, boiled, drained",exact
"pasta, wheat flour with vegetable flavours, boiled, drained",NZ_E119,"pasta, wheat flour with vegetable flavours, boiled, drained",exact
"pasta, white wheat flour, assorted shapes, regular, boiled, drained, no salt added",NZ_E1064,"pasta, white wheat flour, assorted shapes, regular, boiled, drained, no salt added",exact
"pasta, white, plain, boiled, no added salt",AUS_F006456,"pasta, white, plain, boiled, no added salt",exact
"pasta, white, plain, dry, uncooked",AUS_F006458,"pasta, white, plain, dry, uncooked",exact
"pasta, white, plain, fresh, boiled, no added salt",AUS_F006459,"pasta, white, plain, fresh, boiled, no added salt",exact
"pasta, white, plain, fresh, uncooked",AUS_F006460,"pasta, white, plain, fresh, uncooked",exact
"pasta, wholemeal wheat flour, assorted shapes, boiled, drained, no salt added",NZ_E1066,"pasta, wholemeal wheat flour, assorted shapes, boiled, drained, no salt added",exact
"pasta, wholemeal, plain, boiled, no added salt",AUS_F006464,"pasta, wholemeal, plain, boiled, no added salt",exact
"pasta, wholemeal, plain, uncooked",AUS_F006465,"pasta, wholemeal, plain, uncooked",exact
"pasta, with hemp, boiled, no added salt",AUS_F009911,"pasta, with hemp, boiled, no added salt",exact
"pasta, with hemp, uncooked",AUS_F010323,"pasta, with hemp, uncooked",exact
paste,AUS_F010063,"paste, fruit",generated
paste  curry style,AUS_F006471,"paste, curry style",generated
paste  fruit,AUS_F010063,"paste, fruit",generated
paste  quince,AUS_F006474,"paste, quince",generated
paste  shrimp,AUS_F006476,"paste, shrimp",generated
paste  wasabi  commercial,AUS_F006478,"paste, wasabi, commercial",generated
paste curry style,AUS_F006471,"paste, curry style",generated
paste fruit,AUS_F010063,"paste, fruit",generated
paste quince,AUS_F006474,"paste, quince",generated
paste shrimp,AUS_F006476,"paste, shrimp",generated
paste wasabi commercial,AUS_F006478,"paste, wasabi, commercial",generated
"paste, curry style",AUS_F006471,"paste, curry style",exact
"paste, fruit",AUS_F010063,"paste, fruit",exact
"paste, quince",AUS_F006474,"paste, quince",exact
"paste, shrimp",AUS_F006476,"paste, shrimp",exact
"paste, wasabi, commercial",AUS_F006478,"paste, wasabi, commercial",exact
pastrami,AUS_F010253,pastrami,exact
pastry,AUS_F006485,"pastry, choux, commercial, baked, unfilled",generated
pastry  choux  commercial  baked  unfilled,AUS_F006485,"pastry, choux, commercial, baked, unfilled",generated
pastry  choux  homemade  baked  unfilled,AUS_F006486,"pastry, choux, homemade, baked, unfilled",generated
pastry  choux  homemade  raw,AUS_F006487,"pastry, choux, homemade, raw",generated
pastry  dumpling wrapper  raw,AUS_F006489,"pastry, dumpling wrapper, raw",generated
pastry  escargot,AUS_F010160,"pastry, escargot",generated
pastry  filled with spinach  and  cheese,AUS_F006493,"pastry, filled with spinach  and  cheese",generated
pastry  filo  fillo   commercial  baked,AUS_F006496,"pastry, filo  fillo , commercial, baked",generated
pastry  filo  fillo   commercial  raw,AUS_F006497,"pastry, filo  fillo , commercial, raw",generated
pastry  puff  butter  commercial  baked,AUS_F006504,"pastry, puff, butter, commercial, baked",generated
pastry  puff  butter  commercial  raw,AUS_F006505,"pastry, puff, butter, commercial, raw",generated
pastry  puff  commercial  raw  not further defined,AUS_F006500,"pastry, puff, commercial, raw, not further defined",generated
pastry  puff  vegetable oil  commercial  baked,AUS_F006502,"pastry, puff, vegetable oil, commercial, baked",generated
pastry  puff  vegetable oil  commercial  raw,AUS_F006503,"pastry, puff, vegetable oil, commercial, raw",generated
pastry  short  butter  baked,NZ_R10006,"pastry, short, butter, baked",generated
pastry  shortcrust  commercial  baked,AUS_F006506,"pastry, shortcrust, commercial, baked",generated
pastry  shortcrust  commercial  raw,AUS_F006507,"pastry, shortcrust, commercial, raw",generated
pastry  shortcrust  homemade  baked,AUS_F006508,"pastry, shortcrust, homemade, baked",generated
pastry  spring roll  homemade  raw,AUS_F006514,"pastry, spring roll, homemade, raw",generated
pastry choux commercial baked unfilled,AUS_F006485,"pastry, choux, commercial, baked, unfilled",generated
pastry choux homemade baked unfilled,AUS_F006486,"pastry, choux, homemade, baked, unfilled",generated
pastry choux homemade raw,AUS_F006487,"pastry, choux, homemade, raw",generated
pastry dumpling wrapper raw,AUS_F006489,"pastry, dumpling wrapper, raw",generated
pastry escargot,AUS_F010160,"pastry, escargot",generated
pastry filled with spinach  and  cheese,AUS_F006493,"pastry, filled with spinach  and  cheese",generated
pastry filo  fillo commercial baked,AUS_F006496,"pastry, filo  fillo , commercial, baked",generated
pastry filo  fillo commercial raw,AUS_F006497,"pastry, filo  fillo , commercial, raw",generated
pastry puff butter commercial baked,AUS_F006504,"pastry, puff, butter, commercial, baked",generated
pastry puff butter commercial raw,AUS_F006505,"pastry, puff, butter, commercial, raw",generated
pastry puff commercial raw not further defined,AUS_F006500,"pastry, puff, commercial, raw, not further defined",generated
pastry puff vegetable oil commercial baked,AUS_F006502,"pastry, puff, vegetable oil, commercial, baked",generated
pastry puff vegetable oil commercial raw,AUS_F006503,"pastry, puff, vegetable oil, commercial, raw",generated
pastry short butter baked,NZ_R10006,"pastry, short, butter, baked",generated
pastry shortcrust commercial baked,AUS_F006506,"pastry, shortcrust, commercial, baked",generated
pastry shortcrust commercial raw,AUS_F006507,"pastry, shortcrust, commercial, raw",generated
pastry shortcrust homemade baked,AUS_F006508,"pastry, shortcrust, homemade, baked",generated
pastry spring roll homemade raw,AUS_F006514,"pastry, spring roll, homemade, raw",generated
"pastry, choux, commercial, baked, unfilled",AUS_F006485,"pastry, choux, commercial, baked, unfilled",exact
"pastry, choux, homemade, baked, unfilled",AUS_F006486,"pastry, choux, homemade, baked, unfilled",exact
"pastry, choux, homemade, raw",AUS_F006487,"pastry, choux, homemade, raw",exact
"pastry, dumpling wrapper, raw",AUS_F006489,"pastry, dumpling wrapper, raw",exact
"pastry, escargot",AUS_F010160,"pastry, escargot",exact
"pastry, filled with spinach  and  cheese",AUS_F006493,"pastry, filled with spinach  and  cheese",exact
"pastry, filo  fillo , commercial, baked",AUS_F006496,"pastry, filo  fillo , commercial, baked",exact
"pastry, filo  fillo , commercial, raw",AUS_F006497,"pastry, filo  fillo , commercial, raw",exact
"pastry, puff, butter, commercial, baked",AUS_F006504,"pastry, puff, butter, commercial, baked",exact
"pastry, puff, butter, commercial, raw",AUS_F006505,"pastry, puff, butter, commercial, raw",exact
"pastry, puff, commercial, raw, not further defined",AUS_F006500,"pastry, puff, commercial, raw, not further defined",exact
"pastry, puff, vegetable oil, commercial, baked",AUS_F006502,"pastry, puff, vegetable oil, commercial, baked",exact
"pastry, puff, vegetable oil, commercial, raw",AUS_F006503,"pastry, puff, vegetable oil, commercial, raw",exact
"pastry, short, butter, baked",NZ_R10006,"pastry, short, butter, baked",exact
"pastry, shortcrust, commercial, baked",AUS_F006506,"pastry, shortcrust, commercial, baked",exact
"pastry, shortcrust, commercial, raw",AUS_F006507,"pastry, shortcrust, commercial, raw",exact
"pastry, shortcrust, homemade, baked",AUS_F006508,"pastry, shortcrust, homemade, baked",exact
"pastry, spring roll, homemade, raw",AUS_F006514,"pastry, spring roll, homemade, raw",exact
pasty,AUS_F006517,"pasty, filled with vegetables",generated
pasty  filled with vegetables,AUS_F006517,"pasty, filled with vegetables",generated
pasty  filled with vegetables  and  meat,AUS_F006515,"pasty, filled with vegetables  and  meat",generated
pasty filled with vegetables,AUS_F006517,"pasty, filled with vegetables",generated
pasty filled with vegetables  and  meat,AUS_F006515,"pasty, filled with vegetables  and  meat",generated
"pasty, filled with vegetables",AUS_F006517,"pasty, filled with vegetables",exact
"pasty, filled with vegetables  and  meat",AUS_F006515,"pasty, filled with vegetables  and  meat",exact
pate,AUS_F006520,"pate, liverwurst",generated
pate  chicken liver,NZ_N22,"pate, chicken liver",generated
pate  liverwurst,AUS_F006520,"pate, liverwurst",generated
pate  pork liver,NZ_N23,"pate, pork liver",generated
pate chicken liver,NZ_N22,"pate, chicken liver",generated
pate de foie  chicken liver pate,AUS_F006519,pate de foie  chicken liver pate,exact
pate liverwurst,AUS_F006520,"pate, liverwurst",generated
pate pork liver,NZ_N23,"pate, pork liver",generated
"pate, chicken liver",NZ_N22,"pate, chicken liver",exact
"pate, liverwurst",AUS_F006520,"pate, liverwurst",exact
"pate, pork liver",NZ_N23,"pate, pork liver",exact
patty,NZ_H1061,"patty, shredded potato, hash brown, pre-cooked, frozen, baked without oil",generated
patty  burger  beef  not crumbed  frozen  pan-fried without oil,NZ_N1053,"patty, burger, beef, not crumbed, frozen, pan-fried without oil",generated
patty  burger  chicken  crumbed  frozen  pan-fried with oil,NZ_N1055,"patty, burger, chicken, crumbed, frozen, pan-fried with oil",generated
patty  shredded potato  hash brown  pre-cooked  frozen  baked without oil,NZ_H1061,"patty, shredded potato, hash brown, pre-cooked, frozen, baked without oil",generated
patty  shredded potato  hash brown  pre-cooked  frozen  pan-fried with oil,NZ_H10001,"patty, shredded potato, hash brown, pre-cooked, frozen, pan-fried with oil",generated
patty burger beef not crumbed frozen pan-fried without oil,NZ_N1053,"patty, burger, beef, not crumbed, frozen, pan-fried without oil",generated
patty burger chicken crumbed frozen pan-fried with oil,NZ_N1055,"patty, burger, chicken, crumbed, frozen, pan-fried with oil",generated
patty shredded potato hash brown pre-cooked frozen baked without oil,NZ_H1061,"patty, shredded potato, hash brown, pre-cooked, frozen, baked without oil",generated
patty shredded potato hash brown pre-cooked frozen pan-fried with oil,NZ_H10001,"patty, shredded potato, hash brown, pre-cooked, frozen, pan-fried with oil",generated
"patty, burger, beef, not crumbed, frozen, pan fried without oil",NZ_N1053,"patty, burger, beef, not crumbed, frozen, pan-fried without oil",generated
"patty, burger, beef, not crumbed, frozen, pan-fried without oil",NZ_N1053,"patty, burger, beef, not crumbed, frozen, pan-fried without oil",exact
"patty, burger, chicken, crumbed, frozen, pan fried with oil",NZ_N1055,"patty, burger, chicken, crumbed, frozen, pan-fried with oil",generated
"patty, burger, chicken, crumbed, frozen, pan-fried with oil",NZ_N1055,"patty, burger, chicken, crumbed, frozen, pan-fried with oil",exact
"patty, shredded potato, hash brown, pre cooked, frozen, baked without oil",NZ_H1061,"patty, shredded potato, hash brown, pre-cooked, frozen, baked without oil",generated
"patty, shredded potato, hash brown, pre cooked, frozen, pan fried with oil",NZ_H10001,"patty, shredded potato, hash brown, pre-cooked, frozen, pan-fried with oil",generated
"patty, shredded potato, hash brown, pre-cooked, frozen, baked without oil",NZ_H1061,"patty, shredded potato, hash brown, pre-cooked, frozen, baked without oil",exact
"patty, shredded potato, hash brown, pre-cooked, frozen, pan-fried with oil",NZ_H10001,"patty, shredded potato, hash brown, pre-cooked, frozen, pan-fried with oil",exact
paua,NZ_T25,"paua, fritter, deep-fried",generated
paua  fritter  deep-fried,NZ_T25,"paua, fritter, deep-fried",generated
paua fritter deep-fried,NZ_T25,"paua, fritter, deep-fried",generated
"paua, fritter, deep fried",NZ_T25,"paua, fritter, deep-fried",generated
"paua, fritter, deep-fried",NZ_T25,"paua, fritter, deep-fried",exact
pavlova,AUS_F006522,"pavlova, commercial",generated
pavlova  commercial,AUS_F006522,"pavlova, commercial",generated
pavlova  homemade,AUS_F006524,"pavlova, homemade",generated
pavlova  topped with whipped cream,AUS_F006525,"pavlova, topped with whipped cream",generated
pavlova  topped with whipped cream  and  fresh fruit,AUS_F006526,"pavlova, topped with whipped cream  and  fresh fruit",generated
pavlova commercial,AUS_F006522,"pavlova, commercial",generated
pavlova homemade,AUS_F006524,"pavlova, homemade",generated
pavlova topped with whipped cream,AUS_F006525,"pavlova, topped with whipped cream",generated
pavlova topped with whipped cream  and  fresh fruit,AUS_F006526,"pavlova, topped with whipped cream  and  fresh fruit",generated
"pavlova, commercial",AUS_F006522,"pavlova, commercial",exact
"pavlova, homemade",AUS_F006524,"pavlova, homemade",exact
"pavlova, topped with whipped cream",AUS_F006525,"pavlova, topped with whipped cream",exact
"pavlova, topped with whipped cream  and  fresh fruit",AUS_F006526,"pavlova, topped with whipped cream  and  fresh fruit",exact
pawpaw  papaya,AUS_F006528,"pawpaw  papaya , peeled, raw",generated
pawpaw  papaya   peeled  raw,AUS_F006528,"pawpaw  papaya , peeled, raw",generated
"pawpaw  papaya , peeled, raw",AUS_F006528,"pawpaw  papaya , peeled, raw",exact
pawpaw  papaya peeled raw,AUS_F006528,"pawpaw  papaya , peeled, raw",generated
pea  green  canned  drained  cooked,AUS_F006530,"pea, green, canned, drained, cooked",generated
pea  green  cooked  added fat,AUS_F006532,"pea, green, cooked, added fat",generated
pea  green  cooked  no added fat,AUS_F006538,"pea, green, cooked, no added fat",generated
pea  green  frozen  boiled  drained  no salt added,NZ_X1135,"pea, green, frozen, boiled, drained, no salt added",generated
pea  green  raw,AUS_F006536,"pea, green, raw",generated
pea  green  split  dry  boiled  drained  no salt added,NZ_X1255,"pea, green, split, dry, boiled, drained, no salt added",generated
pea  split  dried,AUS_F006543,"pea, split, dried",generated
pea  split  dried  boiled  microwaved or steamed  drained,AUS_F006544,"pea, split, dried, boiled, microwaved or steamed, drained",generated
pea  yellow  split  dry  boiled  drained  no salt added,NZ_X1253,"pea, yellow, split, dry, boiled, drained, no salt added",generated
pea green canned drained cooked,AUS_F006530,"pea, green, canned, drained, cooked",generated
pea green cooked added fat,AUS_F006532,"pea, green, cooked, added fat",generated
pea green cooked no added fat,AUS_F006538,"pea, green, cooked, no added fat",generated
pea green frozen boiled drained no salt added,NZ_X1135,"pea, green, frozen, boiled, drained, no salt added",generated
pea green raw,AUS_F006536,"pea, green, raw",generated
pea green split dry boiled drained no salt added,NZ_X1255,"pea, green, split, dry, boiled, drained, no salt added",generated
pea protein beverage,AUS_F009978,"pea protein beverage, added vitamins  and  minerals",generated
pea protein beverage  added vitamins  and  minerals,AUS_F009978,"pea protein beverage, added vitamins  and  minerals",generated
pea protein beverage added vitamins  and  minerals,AUS_F009978,"pea protein beverage, added vitamins  and  minerals",generated
"pea protein beverage, added vitamins  and  minerals",AUS_F009978,"pea protein beverage, added vitamins  and  minerals",exact
pea split dried,AUS_F006543,"pea, split, dried",generated
pea split dried boiled microwaved or steamed drained,AUS_F006544,"pea, split, dried, boiled, microwaved or steamed, drained",generated
pea yellow split dry boiled drained no salt added,NZ_X1253,"pea, yellow, split, dry, boiled, drained, no salt added",generated
"pea, green, canned, drained, cooked",AUS_F006530,"pea, green, canned, drained, cooked",exact
"pea, green, cooked, added fat",AUS_F006532,"pea, green, cooked, added fat",exact
"pea, green, cooked, no added fat",AUS_F006538,"pea, green, cooked, no added fat",exact
"pea, green, frozen, boiled, drained, no salt added",NZ_X1135,"pea, green, frozen, boiled, drained, no salt added",exact
"pea, green, raw",AUS_F006536,"pea, green, raw",exact
"pea, green, split, dry, boiled, drained, no salt added",NZ_X1255,"pea, green, split, dry, boiled, drained, no salt added",exact
"pea, split, dried",AUS_F006543,"pea, split, dried",exact
"pea, split, dried, boiled, microwaved or steamed, drained",AUS_F006544,"pea, split, dried, boiled, microwaved or steamed, drained",exact
"pea, yellow, split, dry, boiled, drained, no salt added",NZ_X1253,"pea, yellow, split, dry, boiled, drained, no salt added",exact
peach,AUS_F006571,"peach, white, unpeeled, raw",generated
peach  canned  not further defined,AUS_F006560,"peach, canned, not further defined",generated
peach  canned in juice  undrained,NZ_L1123,"peach, canned in juice, undrained",generated
peach  canned in pear juice,AUS_F006553,"peach, canned in pear juice",generated
peach  canned in pear juice  drained,AUS_F006554,"peach, canned in pear juice, drained",generated
peach  canned in pear juice  juice only,AUS_F006555,"peach, canned in pear juice, juice only",generated
peach  canned in syrup,AUS_F006550,"peach, canned in syrup",generated
peach  canned in syrup  drained,AUS_F006551,"peach, canned in syrup, drained",generated
peach  canned in syrup  syrup only,AUS_F006552,"peach, canned in syrup, syrup only",generated
peach  dried,AUS_F006562,"peach, dried",generated
peach  stewed  sugar sweetened  no added fat,AUS_F006568,"peach, stewed, sugar sweetened, no added fat",generated
peach  white  unpeeled  raw,AUS_F006571,"peach, white, unpeeled, raw",generated
peach  yellow   flesh and skin  fresh  raw,NZ_L1167,"peach, yellow,  flesh and skin, fresh, raw",generated
peach  yellow  unpeeled  raw,AUS_F006573,"peach, yellow, unpeeled, raw",generated
peach canned in juice undrained,NZ_L1123,"peach, canned in juice, undrained",generated
peach canned in pear juice,AUS_F006553,"peach, canned in pear juice",generated
peach canned in pear juice drained,AUS_F006554,"peach, canned in pear juice, drained",generated
peach canned in pear juice juice only,AUS_F006555,"peach, canned in pear juice, juice only",generated
peach canned in syrup,AUS_F006550,"peach, canned in syrup",generated
peach canned in syrup drained,AUS_F006551,"peach, canned in syrup, drained",generated
peach canned in syrup syrup only,AUS_F006552,"peach, canned in syrup, syrup only",generated
peach canned not further defined,AUS_F006560,"peach, canned, not further defined",generated
peach dried,AUS_F006562,"peach, dried",generated
